Assessments
6/15/2022

Year,Division,School,Level,Subgroup,"Test Level","Subject Area",Subject,"Percent Pass","Percent Proficiency",Advance,Fail,"Record Count"
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,,ENGR,"English Reading",54,48,5,46,151
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",81,65,16,19,75
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",32,32,-,68,31
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",61,52,9,39,260
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,,ENGR,"English Reading",97,83,13,3,30
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",61,48,13,39,90
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",52,43,9,48,69
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",3,ENGR,"Grade 3 English Reading",48,39,9,52,54
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,3,ENGR,"Grade 3 English Reading",67,51,16,33,49
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,3,ENGR,"Grade 3 English Reading",50,40,10,50,58
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,3,ENGR,"Grade 3 English Reading",42,33,8,58,12
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,3,ENGR,"Grade 3 English Reading",54,44,10,46,41
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",90,62,29,10,21
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",3,ENGR,"Grade 3 English Reading",45,45,-,55,11
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",3,ENGR,"Grade 3 English Reading",63,48,15,37,79
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,3,ENGR,"Grade 3 English Reading",100,79,21,0,14
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",4,ENGR,"Grade 4 English Reading",52,47,5,48,108
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,4,ENGR,"Grade 4 English Reading",50,50,-,50,10
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",42,39,3,58,76
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",4,ENGR,"Grade 4 English Reading",29,29,-,71,65
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,4,ENGR,"Grade 4 English Reading",54,48,6,46,48
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,4,ENGR,"Grade 4 English Reading",47,44,3,53,79
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,4,ENGR,"Grade 4 English Reading",36,36,-,64,14
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,4,ENGR,"Grade 4 English Reading",50,47,3,50,60
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",75,66,9,25,32
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",4,ENGR,"Grade 4 English Reading",45,45,-,55,11
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",4,ENGR,"Grade 4 English Reading",53,47,5,47,97
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",5,ENGR,"Grade 5 English Reading",61,54,8,39,93
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",55,49,6,45,71
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",5,ENGR,"Grade 5 English Reading",26,26,-,74,39
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,5,ENGR,"Grade 5 English Reading",65,53,12,35,43
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,5,ENGR,"Grade 5 English Reading",56,48,8,44,71
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,5,ENGR,"Grade 5 English Reading",58,54,4,42,50
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",82,68,14,18,22
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",5,ENGR,"Grade 5 English Reading",68,60,8,32,84
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",3,MATH,"Grade 3 Mathematics",89,76,13,11,90
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",88,78,10,12,69
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",3,MATH,"Grade 3 Mathematics",89,81,7,11,54
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,3,MATH,"Grade 3 Mathematics",86,78,8,14,49
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,3,MATH,"Grade 3 Mathematics",88,79,9,12,58
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,3,MATH,"Grade 3 Mathematics",75,58,17,25,12
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,3,MATH,"Grade 3 Mathematics",93,73,20,7,41
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",90,67,24,10,21
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",3,MATH,"Grade 3 Mathematics",73,73,-,27,11
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",3,MATH,"Grade 3 Mathematics",91,76,15,9,79
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,3,MATH,"Grade 3 Mathematics",100,79,21,0,14
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",4,MATH,"Grade 4 Mathematics",75,69,6,25,108
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,4,MATH,"Grade 4 Mathematics",50,50,-,50,10
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",75,72,3,25,76
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",4,MATH,"Grade 4 Mathematics",66,66,-,34,65
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,4,MATH,"Grade 4 Mathematics",75,73,2,25,48
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,4,MATH,"Grade 4 Mathematics",76,75,1,24,79
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,4,MATH,"Grade 4 Mathematics",71,71,-,29,14
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,4,MATH,"Grade 4 Mathematics",75,67,8,25,60
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",75,63,13,25,32
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",4,MATH,"Grade 4 Mathematics",64,55,9,36,11
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",4,MATH,"Grade 4 Mathematics",76,71,5,24,97
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",5,MATH,"Grade 5 Mathematics",57,50,7,43,94
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",54,51,3,46,72
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",5,MATH,"Grade 5 Mathematics",25,25,-,75,40
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,5,MATH,"Grade 5 Mathematics",59,48,11,41,44
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,5,MATH,"Grade 5 Mathematics",52,46,6,48,71
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,5,MATH,"Grade 5 Mathematics",56,52,4,44,50
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",68,45,23,32,22
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",5,MATH,"Grade 5 Mathematics",64,55,8,36,85
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",,MATH,Mathematics,74,65,9,26,292
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,,MATH,Mathematics,69,54,15,31,26
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,,MATH,Mathematics,71,67,5,29,21
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",,MATH,Mathematics,72,67,5,28,217
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",,MATH,Mathematics,64,61,3,36,159
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,,MATH,Mathematics,74,67,7,26,141
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,,MATH,Mathematics,71,66,5,29,208
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,,MATH,Mathematics,68,62,6,32,34
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,,MATH,Mathematics,74,64,10,26,151
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",,MATH,Mathematics,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",,MATH,Mathematics,77,59,19,23,75
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",,MATH,Mathematics,48,45,3,52,31
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",,MATH,Mathematics,77,67,9,23,261
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,,MATH,Mathematics,93,67,27,7,30
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",5,SCI,"Grade 5 Science",57,48,10,43,94
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",5,SCI,"Grade 5 Science",54,49,6,46,72
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",5,SCI,"Grade 5 Science",25,25,-,75,40
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,5,SCI,"Grade 5 Science",57,45,11,43,44
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,5,SCI,"Grade 5 Science",51,42,8,49,71
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,5,SCI,"Grade 5 Science",58,50,8,42,50
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",5,SCI,"Grade 5 Science",68,45,23,32,22
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",5,SCI,"Grade 5 Science",62,52,11,38,85
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,5,SCI,"Grade 5 Science",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",,SCI,Science,57,48,10,43,94
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",,SCI,Science,54,49,6,46,72
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",,SCI,Science,25,25,-,75,40
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,,SCI,Science,57,45,11,43,44
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,,SCI,Science,51,42,8,49,71
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,,SCI,Science,58,50,8,42,50
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",,SCI,Science,68,45,23,32,22
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",,SCI,Science,62,52,11,38,85
"2018 - 2019","Loudoun County Public Schools","Sugarland Elementary",SCH,White,,SCI,Science,<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"All Students",,ENGR,"English Reading",46,38,8,54,219
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"American Indian",,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,Asian,,ENGR,"English Reading",73,47,27,27,15
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,Black,,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"Economically Disadvantaged",,ENGR,"English Reading",42,36,6,58,182
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"English Learners",,ENGR,"English Reading",27,22,4,73,135
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,Female,,ENGR,"English Reading",50,40,10,50,105
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"Foster Care",,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,Hispanic,,ENGR,"English Reading",41,35,5,59,172
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,Homeless,,ENGR,"English Reading",21,21,-,79,28
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,Male,,ENGR,"English Reading",41,36,5,59,114
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"Multiple Races",,ENGR,"English Reading",<,<,<,<,0
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",65,49,16,35,37
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",31,19,13,69,32
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",48,41,7,52,187
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,White,,ENGR,"English Reading",75,55,20,25,20
"2018 - 2019","Loudoun County Public Schools","Sully Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",33,29,4,67,69
